Job Title,Company Name,Location,Contract Type,Niveau Etude,Secteur,Teletravail,Experience,Salaire,skills
Ingénieur Développement Logiciel Bsw H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['rest', 'c', 'angular', 'core']"
Ingénieur Logiciel DevOps H/F,Astek,Grenoble - 38,CDI,,,False,,,"['kubernetes', 'c', 'terraform', 'docker', 'devops']"
Ingenieur Developpement Logiciel Cfd H/F,Onera,Châtillon - 92,CDI,Bac +5,,True,Exp. 1 à 7 ans,,"['c', 'ada']"
Ingénieur Logiciel Informatique H/F,Onera,Avrieux - 73,CDI,Bac +5,,True,Exp. 1 à 7 ans,45 000 - 55 000 EUR par an,"['c', 'esp', 'devops']"
Ingénieur Génie Logiciel - Lead Developer H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['rest', 'c', 'css', 'angular', 'esp', 'java']"
Ingénieur Logiciels H/F,S&You,La Talaudière - 42,CDI,,,False,,45 000 - 55 000 EUR par an,"['.net', 'c', 'esp']"
Ingénieur Logiciels H/F,S&You,Toulouse - 31,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,45 000 - 50 000 EUR par an,"['electron', 'c', 'esp']"
Expert Logiciel Paie H/F,In Extenso,Lyon 2e - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['c', 'dos', 'esp', 'ada']"
Architecte Applicatif H/F,Omniciel,Aix-en-Provence - 13,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,"57 000 - 71 999,95 EUR par an","['c', 'esp', 'scala']"
Ingénieur Développement Logiciel R&D H/F,Mercato de l'emploi,La Ciotat - 13,CDI,,,False,,,['c']
Ingénieur en Développement de Logiciels H/F,Altelios Technology Group,Buc - 78,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,50 000 - 56 000 EUR par an,"['rest', 'c', 'esp']"
CDI - Ingénieur Logiciel H/F,Naval Group,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,['c']
Architecte Applicatif Java H/F,Conserto,Nantes - 44,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,50 000 - 70 000 EUR par an,"['kubernetes', 'c', 'java', 'docker', 'ada', 'scala']"
Ingénieur Développement Logiciels Ferroviaires H/F,Ekkiden,Île-de-France,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['python', 'rest', 'c', 'qt', 'esp', 'ada']"
Ingénieur Logiciel - Lille H/F,Capgemini,Lille - 59,CDI,,,False,,35 000 - 45 000 EUR par an,"['c', 'java']"
Ingénieur Développement Logiciel Système Multiplexé H/F,Segula Technologies,Saint-Bonnet-de-Mure - 69,CDI,Bac +5,,False,Exp. + 7 ans,45 000 - 55 000 EUR par an,"['c', 'ada']"
CDI - Ingénieur Logiciel H/F,Naval Group,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp']"
Ingénieur Software Ios Swift H/F,BNP Paribas,Nantes - 44,CDI,,,False,,,"['android', 'github', 'c', 'ios', 'esp', 'firebase', 'github', 'ada', 'devops', 'swift']"
Ingénieur Software Fullstack Java H/F,BNP Paribas,Paris 19e - 75,CDI,Bac +5,,True,,40 000 - 45 000 EUR par an,"['c', 'esp', 'java', 'ada']"
Ingénieur Software Mainframe Confirmé H/F,BNP Paribas,Nantes - 44,CDI,,,False,,,"['c', 'esp', 'ada', 'devops']"
Ingénieur Software Decision Management H/F,BNP Paribas,Nantes - 44,CDI,,,False,,,"['kubernetes', 'c', 'esp', 'java', 'hadoop', 'ada', 'spark', 'devops', 'scala']"
Ingénieur Software Mainframe Débutant H/F,BNP Paribas,Nantes - 44,CDI,,,False,,50 000 - 70 000 EUR par an,"['c', 'esp', 'ada', 'devops']"
Ingénieur Software Fullstack Java H/F,BNP Paribas,Nantes - 44,CDI,,,False,,,"['c', 'css', 'angular', 'esp', 'java', 'ada', 'javascript', 'devops']"
Ingénieur Développement Logiciel C++ Embarqué . H/F,Randstad Digital,Massy - 91,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,,"['python', 'rest', 'c', 'esp', 'java', 'talks', 'linux']"
Ingénieur Software Designer CDI H/F,CENTUM T&S,Lyon - 69,CDI,,,False,,,['c']
CDI - Ingénieur Logiciel - Java H/F,Randstad Consulting,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp']"
CDI - Ingénieur Logiciel Senior H/F,Randstad Consulting,Toulon - 83,CDI,Bac +5,,False,,47 000 EUR par an,"['c', 'esp', 'ada']"
Ingénieur Développement Logiciel C++ H/F,Seyos,Igny - 91,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,55 000 - 60 000 EUR par an,"['c', 'windows', 'linux']"
Ingénieur Logiciels Java - Ingénieure Logiciels Java H/F,Scalian,Ollioules - 83,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,30 000 - 45 000 EUR par an,"['c', 'esp', 'java', 'ada']"
Ingénieur Logiciels Java - Ingénieure Logiciels Java H/F,Scalian,Aix-en-Provence - 13,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,30 000 - 45 000 EUR par an,"['c', 'esp', 'java', 'ada']"
Ingenieur Software Systemes Embarques H/F,L'Industrie recrute,Cahuzac-sur-Vère - 81,CDI,Bac +5,,False,Exp. + 7 ans,,"['python', 'electron', 'c', 'esp']"
Ingénieur Logiciels Systèmes Embarqués H/F,Co-Efficience,Rungis - 94,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,46 000 - 55 000 EUR par an,"['c', 'esp']"
Ingénieur Développement Logiciel - Paris France H/F,Astek,Paris - 75,CDI,Bac +5,,True,,40 000 - 45 000 EUR par an,"['c', 'esp', 'core']"
Ingénieur Développement Logiciel H/F,Expectra,Toulouse - 31,CDI,"Bac +3, Bac +4",,True,Exp. 1 à 7 ans,30 000 - 45 000 EUR par an,"['c', 'windows']"
Ingénieur Machine Learning - Imagerie Médicale H/F,BlueDocker,La Ciotat - 13,CDI,,,False,,40 000 - 50 000 EUR par an,"['python', 'rest', 'c', 'machine learning']"
Ingénieur Machine Learning - Imagerie Médicale H/F,Silkhom,La Ciotat - 13,CDI,Bac +5,Services aux Entreprises,True,,41 000 - 74 000 EUR par an,"['python', 'rest', 'c', 'machine learning']"
Architecte Applicatif Nantes H/F,Norgay IT & Digital Services,Nantes - 44,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,55 000 - 62 000 EUR par an,"['c', 'esp']"
Ingénieur Machine Learning Senior Remote H/F,Externatic,Paris - 75,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,,"['rest', 'c', 'code review']"
Ingénieur Développement Logiciel - Gestion des Énergies H/F,Silkhom,Villeurbanne - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['python', 'c', 'angular', 'esp', 'java', 'react', 'ada', 'javascript', 'devops']"
Ingénieur Logiciel Axé Sécurité H/F,Eviden,Les Clayes-sous-Bois - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['rest', 'c', 'ios', 'windows', 'esp', 'ada', 'rust', 'linux']"
Ingénieur Logiciel Fullstack H/F,UpTalent,Angers - 49,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,35 000 - 45 000 EUR par an,"['c', 'css']"
Ingénieur Développement Logiciel Systèmes Embarqués H/F,ALSEAMAR,Six-Fours-les-Plages - 83,CDI,Bac +5,,True,Exp. + 7 ans,38 000 - 45 000 EUR par an,"['python', 'c', 'esp', 'devops']"
Ingénieur en Développement de Logiciel Applicatif C++ H/F,Adentis,Toulouse - 31,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,32 000 - 45 000 EUR par an,"['python', 'c', 'esp']"
Ingénieur Logiciel Gse - ait - Spatial H/F,Expleo,Toulouse - 31,CDI,,,False,,32 000 - 45 000 EUR par an,"['python', 'rest', 'c', 'nix', 'esp', 'java', 'ada']"
Ingénieur Logiciel Java - Ingénieure Logiciel Java H/F,Scalian,Marseille 9e - 13,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,30 000 - 45 000 EUR par an,"['c', 'esp', 'java', 'ada']"
Ingénieur Logiciels Java - Ingénieure Logiciels Java H/F,Scalian,Nice - 06,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,30 000 - 45 000 EUR par an,"['c', 'esp', 'java', 'ada']"
CDI - Ingénieur Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['rest', 'c', 'java']"
Ingénieur Software Mbd H/F,Bertrandt,Carrières-sous-Poissy - 78,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['electron', 'c', 'esp', 'ada']"
Ingénieur Logiciels c Embarqué H/F,LHH Recruitment Solutions,Castries - 34,CDI,Bac +5,Services aux Entreprises,True,,45 000 - 55 000 EUR par an,"['c', 'linux']"
Ingénieur Logiciel Banc de Test H/F,Segula Technologies,Bordes - 64,CDI,Bac +5,,False,,32 000 - 45 000 EUR par an,['c']
Stagiaire - Alternant Ingénieur Développement Logiciel H/F,Equans,Lyon - 69,Alternance,,,False,,"477,07 - 1 766,92 EUR par mois","['c', 'java']"
Ingenieur Logiciel H/F,Proévolution,Saint-Louis - 68,CDI,Bac +5,Services aux Entreprises,True,Exp. 1 à 7 ans,,"['c', 'ada']"
Expert Elk H/F,CGI,Montpellier - 34,CDI,,,False,,,"['python', 'shell', 'c', 'esp', 'ada', 'core']"
Ingénieur Développement Logiciel - Secteur Ferroviaire H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['c', 'ios', 'esp']"
Ingénieur Développement Logiciel - Secteur Ferroviaire H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'ios', 'esp', 'core']"
Ingénieur en Développement Logiciel - Secteur de la Défense H/F,Astek,Nanterre - 92,CDI,Bac +5,Secteur informatique • ESN,True,,,"['snmp', 'opengl', 'c', 'esp', 'java', 'c/c++', 'ada', 'linux', 'core']"
Ingénieur en Développement Logiciel - Secteur de la Défense H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['snmp', 'opengl', 'c', 'esp', 'java', 'c/c++', 'ada', 'linux', 'core']"
Développeur Informatique Ingénieur R&D Logiciel Embarqué H/F,Manpower,Voreppe - 38,CDI,Bac +5,Services aux Entreprises,False,Exp. 1 à 7 ans,40 000 - 50 000 EUR par an,"['python', 'c', 'zig', 'esp', 'linux']"
Ingénieur Logiciel Backend H/F,Kubic,Angers - 49,CDI,Bac +5,,True,Exp. 1 à 7 ans,35 000 - 75 000 EUR par an,"['rest', 'c', 'esp']"
Alternance - Ingénieur Logiciel - Aéronautique H/F,Sopra Steria,Mérignac - 33,Alternance,Bac +5,Secteur informatique • ESN,True,Exp. - 1 an,"477,07 - 1 766,92 EUR par mois","['python', 'c', 'react', 'node.js', 'devops']"
Ingénieur Logiciels - Systèmes Embarqués H/F,Exoes,Gradignan - 33,CDI,Bac +5,,True,Exp. 1 à 7 ans,36 000 - 50 000 EUR par an,['c']
Ingénieur Développement Logiciels H/F,Bureau Veritas,Courbevoie - 92,CDI,Bac +5,Secteur informatique • ESN,False,,,"['python', 'c', 'windows', 'esp', 'java', 'fortran']"
Ingénieur Logiciels mes Strasbourg H/F,Capgemini Engineering,Strasbourg - 67,CDI,,,False,,,"['c', 'esp']"
Ingénieur Logiciel - Développement Durable H/F,Viveris.,Villeurbanne - 69,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,35 000 - 50 000 EUR par an,"['c', 'ios', 'esp']"
Ingénieur Développement Logiciel Docker H/F,Expleo,Cannes - 06,CDI,Bac +5,Secteur informatique • ESN,True,,"32 000 - 44 999,98 EUR par an","['rest', 'c', 'esp', 'docker', 'linux']"
Ingénieur Logiciels Applicatifs C++ H/F,SII Sud-Ouest,Bordeaux - 33,CDI,Bac +5,Secteur informatique • ESN,True,,33 000 - 49 000 EUR par an,"['c', 'qt', 'c/c++']"
Ingénieur Développement Logiciels Bancs de Test H/F,Celad,Nantes - 44,CDI,,,False,,50 000 - 70 000 EUR par an,['c']
Ingénieur Développement Logiciel H/F,Eviden,Les Clayes-sous-Bois - 78,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['python', 'security', 'c', 'ios', 'windows', 'java', 'ada', 'rust']"
Architecte Applicatif Java H/F,Atos,Aix-en-Provence - 13,CDI,,,False,,,"['rest', 'c', 'dos', 'esp']"
CDI - Ingénieur Logiciel H/F,Naval Group,Ollioules - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'core']"
Stage Ingénieur Machine Learning pour Tomographie H/F,GERARD PERRIER INDUSTRIE,Serres-Castet - 64,Stage,Bac +5,,False,Exp. + 7 ans,,"['python', 'c', 'machine learning', 'deep learning', 'ada']"
Ingénieur Développement Logiciel C++ H/F,Bureau Veritas,Courbevoie - 92,CDI,Bac +5,Secteur informatique • ESN,False,,40 000 - 45 000 EUR par an,"['c', 'ios', 'dos', 'esp']"
Architecte Applicatif ou Architecte Solution Senior H/F,Hardis Group,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['kubernetes', 'c', 'esp', 'docker']"
Ingénieur Logiciel mes Confirmé - Lyon H/F,Capgemini,Lyon - 69,CDI,,,False,,,"['c', 'css', 'java', 'jax', 'javascript']"
Ingénieur Logiciel Mes - Mom - Lyon H/F,Capgemini,Lyon - 69,CDI,,,False,,,"['c', 'ios', 'css', 'java', 'jax', 'javascript']"
Ingénieur Logiciel Java H/F,Scalian,Ollioules - 83,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 50 000 EUR par an,"['c', 'java']"
CDI- Ingénieur de Développement Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'java']"
Ingénieur Développement Logiciel Tcms H/F,Expleo,Montigny-le-Bretonneux - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['rest', 'c', 'esp']"
Ingénieur Développement Logiciel Ferroviaire H/F,COWORK ENGINEERING,Paris - 75,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,40 000 - 55 000 EUR par an,['c']
Ingénieur en Développement Logiciel Java Ee H/F,Viveris.,Ramonville-Saint-Agne - 31,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,30 000 - 45 000 EUR par an,"['c', 'esp', 'java']"
Ingénieur Développement Logiciel pour Applications Critiques H/F,SII Ile de France,Paris - La Défense,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,34 000 - 55 000 EUR par an,"['c', 'dos', 'esp', 'devops']"
Architecte Applicatif Ibmi As400 H/F,Fish Eye Technologies,Paris 8e - 75,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['c', 'devops']"
Ingénieur en Développement Logiciel Couche Basse H/F,SII Ouest,Le Mans - 72,CDI,Bac +5,Secteur informatique • ESN,True,,33 000 - 43 000 EUR par an,"['c', 'esp']"
Ingénieur Logiciel-Rams - Vélizy-Villacoublay H/F,LGM,Vélizy-Villacoublay - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'dos']"
Ingénieur Logiciel Fullstack H/F,UpTalent,Saumur - 49,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,35 000 - 45 000 EUR par an,"['c', 'css']"
Ingénieur Développement Software Embarqué H/F,Segula Technologies,Vénissieux - 69,CDI,,,False,,45 000 - 55 000 EUR par an,"['c', 'ada']"
Architecte Applicatif H/F,Eviden,Bezons - 95,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['c', 'ios', 'dos', 'esp', 'java', 'fuse']"
Ingénieur Développement Logiciel H/F,SOCASS - Société d'Assistance de Service et de Support,Carrières-sous-Poissy - 78,CDI,Bac +5,,False,Exp. 1 à 7 ans,38 000 - 44 000 EUR par an,"['c', 'esp', 'ada']"
Architecte Applicatif H/F,Apave,Lyon - 69,CDI,,,False,,,"['rest', 'c', 'dos', 'esp']"
Ingenieur Logiciel Banc de Test Sfeao210 H/F,Studiel,Bordes - 64,CDI,Bac +5,,False,Exp. 1 à 7 ans,32 000 - 45 000 EUR par an,['c']
Ingénieur en Développement Logiciel C++ Qt Qml H/F,QuantifiCare,Biot - 06,CDI,Bac +5,Service public hospitalier,False,,45 000 - 55 000 EUR par an,"['rest', 'c', 'cmake']"
Responsable d'Équipe Développement Logiciel H/F,Safran,Colombelles - 14,CDI,Bac +5,,True,Exp. + 7 ans,,"['c', 'esp']"
Ingénieur Logiciel d'Application d'Électrification CDI H/F,CENTUM T&S,Nancy - 54,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,35 000 - 50 000 EUR par an,"['c', 'esp']"
Architecte Applicatif - CDI - Bordeaux H/F,Conserto,Bordeaux - 33,CDI,,,False,,36 000 - 50 000 EUR par an,"['c', 'esp']"
Ingénieur Développement Logiciel pour Contrôle Caméra Tcherenkov H/F,CEA,Gif-sur-Yvette - 91,CDD,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['c', 'esp']"
Ingénieur Développement Logiciels Bancs de Test H/F,Celad,Nantes - 44,Indépendant/Freelance,,,False,,,['c']
Ingénieur Développement Logiciel Batterie Bsw Automobile H/F,Avanista,Yvelines - 78,CDI,Bac +5,,False,Exp. + 7 ans,45 000 - 50 000 EUR par an,"['c', 'esp', 'ada']"
Stagiaire Ingénieur en Développement Logiciel H/F,SUEZ,Le Pecq - 78,Stage,Bac +5,Secteur Energie • Environnement,True,Exp. + 7 ans,,"['.net', 'c', 'angular', 'esp', 'core']"
Ingénieur Consultant Développement Logiciel - Systèmes Embarqués H/F,Go Concept,Grenoble - 38,CDI,,,False,,40 000 - 60 000 EUR par an,"['python', 'c', 'esp', 'c/c++']"
Ingénieur Consultant Développement Logiciel - Systèmes Embarqués H/F,Go Concept,Annecy - 74,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['python', 'c', 'esp', 'c/c++']"
Scrum Master - Ingénieur Logiciel H/F,Bertrandt,Guyancourt - 78,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['electron', 'c', 'esp']"
Ingénieur Logiciel C# & Vidéo 55K H/F,Thomas Search Consulting,Massy - 91,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,52 000 - 65 000 EUR par an,"['c', 'windows', 'linux']"
Architecte Applicatif Fullstack - Centre de Production H/F,Open,Villeneuve-d'Ascq - 59,CDI,,,False,,35 000 - 45 000 EUR par an,"['ansible', 'c', 'angular', 'java', 'docker', 'react', 'ada', 'devops']"
Ingénieur Logiciel C - C++ - Ada H/F,IT Link,Les Ulis - 91,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['c', 'esp', 'c/c++', 'ada']"
Ingénieur Logiciel C - C++ - Ada H/F,IT Link,Les Ulis - 91,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'esp', 'c/c++', 'ada']"
Ingénieur Logiciel en Traitement du Signal et des Données H/F,Eviden,Aix-en-Provence - 13,CDI,,,False,,,"['kubernetes', 'python', 'security', 'c', 'ios', 'esp', 'docker', 'c/c++', 'big data', 'ada', 'linux']"
Ingénieur Développement Logiciel - Aérospatial - Caen France H/F,Astek,Caen - 14,CDI,Bac +5,,True,,,"['c', 'ios']"
Ingénieur Développement Logiciel - Transports - Rouen France H/F,Astek,Rouen - 76,CDI,,,False,,,"['c', 'esp', 'c/c++', 'ada', 'linux']"
Ingénieur Logiciel en Mécatronique - Paris France H/F,Astek,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 45 000 EUR par an,"['c', 'c/c++']"
Ingénieur Logiciel C++ - Linux H/F,Scalian,Toulouse - 31,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,40 000 - 50 000 EUR par an,['c']
Ingénieur Développement Logiciel Rha H/F,STYREL,Grenoble - 38,CDI,,,False,,,['c']
Ingénieur Développement Logiciel Java Javafx - Swing H/F,LR Technologies,Massy - 91,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,40 000 - 45 000 EUR par an,"['c', 'css', 'esp', 'java']"
Ingénieur Développement Software H/F,Exens Ingénierie,Annecy - 74,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,35 000 - 45 000 EUR par an,['c']
Ingénieur Génie Logiciel C++ - Imagerie Médicale H/F,Silkhom,Gallargues-le-Montueux - 30,CDI,Bac +5,Services aux Entreprises,True,,45 000 - 60 000 EUR par an,"['rest', 'c', 'cmake']"
Ingénieur Développement Logiciel Système Embarqué H/F,KALI Group,Genas - 69,CDI,,,False,,,"['c', 'esp']"
Ingénieur Développement Logiciel - Alternance H/F,Metz Numeric School,Metz - 57,Alternance,,,False,,,['c']
Ingénieur Développement Logiciel - Alternance H/F,Metz Numeric School,Thionville - 57,Alternance,,,False,,,['c']
Ingénieur Développement Logiciel - Alternance H/F,Metz Numeric School,Nancy - 54,Alternance,,,False,,,['c']
Ingénieur Développement Logiciel C++ - Embarqué H/F,Guarani,Nantes - 44,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,50 000 - 70 000 EUR par an,"['python', 'c', 'esp', 'linux']"
Ingénieur Développement Logiciel Java - Secteur Défense H/F,Viveris.,Rungis - 94,CDI,Bac +5,Secteur informatique • ESN,True,Exp. - 1 an,,"['c', 'esp', 'java']"
Ingénieur Développement Logiciel H/F,Cofabrik,Saint-Martin-d'Hères - 38,CDI,,,False,,40 000 - 60 000 EUR par an,"['opengl', 'c', 'robotics', 'cmake']"
Ingénieur Logiciel Plm Confirmé - Lyon H/F,Capgemini,Lyon - 69,CDI,,,False,,,"['c', 'dos', 'esp']"
Ingénieur Développement Logiciel H/F,Hardis Group,Seyssinet-Pariset - 38,CDI,,,False,,40 000 - 60 000 EUR par an,['c']
Architecte Applicatif Confirmé H/F,Crédit Agricole Assurances,Paris 15e - 75,CDI,Bac +5,,True,Exp. + 7 ans,40 000 - 45 000 EUR par an,"['rest', 'c', 'dos', 'esp']"
Ingénieur Logiciel Banc de Test - Aéronautique H/F,Astek,Rennes - 35,CDI,,,False,,36 000 - 50 000 EUR par an,"['python', 'c', 'java', 'ada']"
CDI - Ingénieur Logiciel H/F,Naval Group,Toulon - 83,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'ada', 'core']"
Architecte Applicatif - Paris H/F,Conserto,Paris 8e - 75,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,45 000 - 70 000 EUR par an,"['security', 'c', 'devops', 'scala']"
Ingénieur en Développement Logiciel C++ H/F,Davidson Consulting,Valbonne - 06,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,38 000 - 45 000 EUR par an,"['ansible', 'c', 'esp']"
